revenue,profit,debt_ratio,current_ratio,gst_filings,litigation_flag,sector_growth,promoter_risk_score,years_in_business,interest_coverage,revenue_growth,cash_flow_positive,loan_default
126965.81,0.3806,0.5929,1.7512,4,0,0.2963,0.264,49,3.5504,0.156,1,0
32261.55,0.1584,0.1493,2.296,3,0,0.2199,0.3964,30,2.514,0.2318,0,0
36548.81,-0.0302,0.173,1.2547,9,0,0.1032,0.2161,5,1.7669,-0.2065,0,0
11874.93,0.1802,0.5398,0.8128,2,0,-0.0136,0.1163,8,9.6799,0.2562,1,0
10599.8,-0.2954,0.2064,2.3667,1,0,-0.1183,0.1692,37,10.7419,0.2563,1,0
11512.2,0.1005,0.5549,3.0614,8,0,0.0906,0.4579,47,2.9627,-0.4882,1,0
39802.23,0.1492,0.2647,0.9426,7,0,-0.0263,0.1916,36,1.573,-0.1407,1,0
11713.8,0.2386,0.2075,2.4867,9,0,0.1952,0.1277,25,1.2125,-0.0413,0,0
34018.59,-0.0521,0.0537,3.8205,1,0,-0.1353,0.1536,45,3.838,0.1937,1,0
495390.29,0.1129,0.4452,1.6469,5,0,0.07,0.1526,49,1.0174,0.1676,1,0
81363.91,-0.0388,0.6185,1.0953,2,0,0.1429,0.1865,5,1.0364,-0.105,1,0
13507.02,0.1383,0.308,1.7533,2,0,0.1513,0.1693,33,1.8452,0.4049,0,0
133495.21,-0.0343,0.6202,1.252,4,0,0.1334,0.3757,22,4.0786,-0.06,1,0
11942.84,0.0388,0.1591,1.2112,6,0,0.084,0.1839,47,8.8021,-0.087,1,0
1035.68,-0.0494,0.3646,2.0474,6,0,0.0628,0.1071,42,3.3222,-0.1522,0,0
4855.52,0.1977,0.1977,0.7394,10,0,0.1408,0.0348,25,4.0443,0.0443,0,0
1331.17,0.2288,0.5661,0.8009,9,0,0.0841,0.1324,43,5.9663,0.2608,0,1
13000.33,0.0648,0.2127,1.6647,0,1,0.0873,0.2215,29,5.5374,-0.1003,1,0
22643.49,0.1057,0.3177,1.6304,10,0,0.0534,0.1813,45,1.748,0.1217,1,0
272298.99,-0.1173,0.4541,1.9577,6,0,0.0115,0.3238,30,5.4573,0.1207,0,0
35968.22,0.055,0.5453,4.2106,6,0,-0.085,0.3213,48,6.2055,0.0737,1,0
15856.73,0.0925,0.6097,1.7372,5,0,-0.0677,0.1367,30,3.4854,0.1444,1,0
76428.3,0.4931,0.0541,2.2235,5,0,0.0117,0.1903,44,3.0319,0.2612,1,0
798.95,-0.0668,0.4588,1.0123,12,0,0.0379,0.1494,46,4.391,0.1346,0,0
31364.18,0.3196,0.2797,2.4205,12,0,-0.0468,0.1009,31,4.039,0.2894,1,0
70003.31,0.2495,0.3073,1.2672,1,0,-0.0542,0.2198,34,0.6124,-0.14,1,0
2397.35,0.1421,0.3262,1.7087,2,0,0.0135,0.3757,28,3.8308,-0.0084,1,0
122471.19,0.3638,0.1072,1.5614,2,0,0.1402,0.1945,10,6.9816,-0.1398,1,0
36597.84,0.1558,0.3771,2.7635,12,0,-0.162,0.2212,4,5.9951,0.1896,0,0
11814.33,0.1584,0.1641,0.8564,2,0,-0.0438,0.19,33,3.6756,0.3244,1,0
56906.95,0.092,0.0933,0.5264,1,0,0.0662,0.4079,17,3.0601,0.0181,1,0
664001.23,0.2835,0.4292,1.4818,8,0,0.1787,0.0368,11,1.9788,0.1363,1,0
28934.77,0.2645,0.4391,2.084,5,0,0.2661,0.0961,7,2.4803,-0.2189,1,0
31962.89,0.0061,0.4907,1.7791,1,0,0.0158,0.3242,17,4.8641,0.0843,0,1
11058.54,-0.0979,0.2338,3.0529,2,0,0.0143,0.1106,28,3.6975,-0.2546,0,1
6156.31,0.0696,0.5874,2.0517,9,0,0.0362,0.1698,17,5.6013,0.0921,1,0
76535.02,-0.02,0.2735,1.2437,5,0,0.0727,0.1205,41,1.7942,-0.3047,1,0
6098.96,0.0905,0.5338,0.5155,3,0,0.0455,0.0601,10,6.4681,0.4189,1,1
24522.57,0.2856,0.4978,1.4643,6,0,0.0617,0.1173,26,1.6574,0.0699,1,0
10759.17,0.0314,0.1964,2.7565,5,0,-0.0836,0.0976,6,3.197,0.062,1,0
45182.71,0.0936,0.207,1.3552,5,0,-0.1162,0.2075,17,1.7341,0.4617,1,0
36333.42,0.1087,0.3093,1.6722,11,0,0.1215,0.3062,16,2.5124,0.0932,0,0
104433.93,0.2273,0.6465,2.0354,2,0,0.0307,0.1361,39,13.8328,-0.2419,0,1
10249.41,-0.237,0.2202,0.9924,10,0,0.1334,0.114,26,4.0857,-0.0062,1,0
14693.9,0.009,0.3283,2.2515,7,1,0.0724,0.1646,4,3.2549,0.469,0,0
5073.85,0.1317,0.3325,3.738,8,0,-0.0933,0.2116,20,8.4112,-0.0991,0,0
11311.33,0.28,0.2143,1.5122,5,0,0.2053,0.1436,49,0.3493,-0.0081,1,0
38791.28,0.0262,0.573,0.9375,1,0,0.0531,0.2411,41,2.394,0.3893,0,0
68561.26,-0.1815,0.2052,1.5947,0,0,-0.0247,0.125,11,1.8225,-0.0742,0,0
5523.42,0.193,0.3414,0.5422,2,0,-0.0034,0.0514,23,1.3688,0.0609,1,0
81178.76,0.0047,0.3697,1.9512,2,0,-0.0711,0.3082,33,0.8002,0.3501,0,1
168292.16,-0.0784,0.4457,2.0671,7,0,0.0833,0.089,31,2.2813,-0.0348,1,0
40951.85,0.0063,0.3298,3.8107,4,0,0.0389,0.0932,7,4.7342,-0.0797,1,0
367762.9,0.0723,0.1697,1.4963,0,0,0.2519,0.2809,22,2.4169,-0.2886,1,0
6900.27,0.0093,0.5634,2.0223,10,0,0.102,0.0405,5,5.1507,-0.1406,0,0
3405.06,-0.2308,0.0102,1.0718,3,0,0.2458,0.3321,37,2.8783,-0.0967,1,0
1528.31,0.2346,0.2498,1.3796,6,0,-0.0461,0.0829,1,6.9098,0.0074,1,0
207744.96,0.2912,0.282,0.7691,4,0,0.0169,0.2303,6,1.818,0.1515,1,0
58779.5,0.1977,0.4026,1.4957,9,0,0.139,0.1733,45,0.6077,0.0711,1,0
20264.44,-0.0707,0.1954,1.4153,12,0,0.1089,0.1924,47,0.7678,-0.1663,1,0
33521.86,0.0698,0.3993,1.9148,5,0,0.0484,0.0642,4,1.8254,0.3521,1,0
4071.5,0.099,0.321,1.2071,9,0,-0.0576,0.2484,30,1.3443,-0.1404,1,0
863395.34,0.1898,0.3995,1.7189,3,0,-0.1678,0.2418,30,1.6949,0.4407,0,0
26737.75,0.2003,0.4488,1.3956,1,0,0.028,0.2828,17,6.7595,0.1103,1,0
25954.29,-0.0101,0.3786,1.3969,8,0,0.0323,0.1223,24,0.818,0.2891,0,1
65424.36,0.1123,0.4651,1.7163,1,0,0.0628,0.1804,31,9.0839,0.186,1,0
45320.46,0.1686,0.3455,1.6825,1,0,-0.0946,0.3691,28,1.4267,0.3811,1,0
30817.13,0.3184,0.1646,2.4123,12,0,-0.0379,0.1144,45,1.0048,0.0713,0,0
6729.72,0.2057,0.1366,1.5522,11,0,0.0892,0.4024,43,2.4334,0.0267,1,0
44676.48,0.2184,0.3672,1.3841,1,1,0.1085,0.0603,4,9.0179,0.1409,0,0
370658.62,0.1126,0.1467,1.5062,0,1,0.0701,0.328,39,1.5375,0.0249,1,0
165732.46,0.3116,0.0396,1.1533,12,0,0.0153,0.1263,19,1.6807,0.1707,1,0
240332.81,0.1615,0.5968,1.3772,11,0,-0.0687,0.1074,24,1.773,0.39,1,0
10230.99,-0.0292,0.643,4.5521,11,0,0.1454,0.1646,7,6.8211,-0.2581,1,1
4992.0,0.3105,0.1453,1.0446,2,0,0.1227,0.3475,46,1.9023,0.0648,1,0
18239.04,0.2047,0.2152,1.4343,5,0,-0.0074,0.1041,48,3.8844,0.5201,1,0
23946.74,0.0335,0.1681,1.3583,6,0,0.1333,0.1908,9,2.9936,0.0019,1,0
113696.43,0.0281,0.3587,1.4571,0,0,0.0431,0.2706,22,2.4893,0.2827,1,0
1739.41,0.1445,0.1612,1.3971,4,1,-0.0182,0.1716,2,1.8241,0.2541,1,0
218452.85,0.1695,0.1981,1.8958,4,0,0.1427,0.2167,27,13.1338,-0.2076,1,0
17378.48,0.1296,0.4231,0.7011,0,0,0.06,0.069,16,25.372,0.1394,1,0
11610.65,0.1467,0.1017,2.7693,3,1,0.0072,0.0341,5,1.3408,0.1239,1,0
4826.34,0.355,0.304,2.2621,9,0,-0.0782,0.1748,12,1.1536,0.7165,0,0
1840.36,0.2607,0.0932,0.8856,0,1,-0.069,0.2566,26,2.8084,-0.4452,1,0
75716.84,0.1286,0.1377,0.5302,12,0,0.1347,0.108,15,0.4411,-0.2441,1,0
24587.09,0.2412,0.0809,1.0115,0,1,0.0953,0.0559,3,2.8254,0.0343,1,0
3181.34,-0.0549,0.2637,1.4603,11,0,-0.067,0.2761,9,13.5414,0.0085,1,0
3157.01,0.1597,0.3,5.9903,6,0,-0.0689,0.1541,28,1.6835,-0.0967,1,0
13310.69,0.3714,0.028,2.1633,6,0,0.2603,0.3498,39,6.4519,-0.0839,1,0
269286.81,0.0673,0.2504,0.6678,2,1,0.0965,0.1573,36,8.8064,0.2169,1,0
14922.31,-0.0271,0.079,1.1679,6,0,0.171,0.2436,25,1.3644,-0.088,1,0
2310.65,0.0022,0.6539,1.6054,2,0,0.1992,0.0386,41,3.135,-0.0282,1,0
15235.53,-0.0634,0.451,1.8717,1,0,-0.0428,0.379,28,3.6084,0.2794,1,0
14631.25,-0.0177,0.332,0.8544,9,1,0.2243,0.0406,47,4.8701,0.2486,1,0
385.55,0.0444,0.4602,1.5411,3,0,-0.0578,0.1394,21,5.1625,-0.0155,1,1
20303.69,-0.1108,0.2214,1.1516,9,0,0.1229,0.5339,29,6.6725,-0.2131,1,0
15577.74,0.1023,0.4197,0.9494,2,0,0.0384,0.1684,25,1.454,0.2559,1,0
62586.79,0.2353,0.1423,1.8772,11,0,0.1223,0.2936,30,3.1243,-0.108,1,0
352721.52,-0.0362,0.2562,2.4277,6,0,0.0289,0.0119,39,8.8989,0.3384,1,0
119353.81,0.3279,0.1276,2.5106,11,0,0.1049,0.0834,11,9.7026,0.1639,1,0
14715.65,0.1766,0.7535,2.1972,11,0,0.1862,0.2379,19,3.2546,0.0413,0,0
4188.97,0.2546,0.0383,1.2857,0,0,0.162,0.0367,11,1.7766,0.1677,1,0
1045535.45,0.0013,0.0839,2.3567,5,1,0.0438,0.3578,25,6.2226,-0.3104,1,0
24072.55,0.2282,0.1473,1.9242,1,0,-0.0454,0.3064,1,4.1744,0.376,1,0
22491.53,-0.0638,0.5223,1.7629,7,0,0.0202,0.011,32,4.103,0.0382,1,0
21243.63,0.2335,0.2407,1.2143,4,0,0.0944,0.2476,21,5.0562,0.1134,1,0
29647.32,0.1258,0.1631,1.286,2,0,0.1152,0.0774,45,1.2705,-0.0353,1,0
17737.91,0.183,0.3937,1.7108,9,1,0.157,0.2121,13,5.3533,0.0458,1,0
9316.17,-0.0763,0.7314,5.5842,6,0,-0.0231,0.1619,34,3.076,0.3996,1,0
9698.36,-0.0343,0.198,1.9167,10,0,-0.0432,0.0427,17,6.7747,0.026,1,0
20970.46,0.1896,0.4243,1.2146,1,0,-0.052,0.0757,47,2.7632,-0.0035,1,0
9748.44,-0.0423,0.4531,1.0874,4,0,0.0303,0.0984,19,4.335,0.2166,0,0
7560.79,0.1695,0.1614,1.2893,10,0,0.0714,0.2341,10,3.9192,0.1421,0,0
25839.13,-0.1051,0.084,4.8971,7,1,0.087,0.3288,42,1.7564,0.3908,0,0
15025.95,0.2272,0.1732,1.3504,12,1,-0.0914,0.3821,9,1.3213,-0.3232,1,0
210236.73,-0.0849,0.3488,2.5946,10,0,-0.0453,0.245,11,5.1828,-0.0121,0,0
413.04,0.1828,0.2693,1.3662,0,0,-0.0203,0.0714,38,1.3696,-0.205,0,0
113239.49,0.1938,0.2191,1.8787,0,0,0.2258,0.0097,31,2.0775,0.3263,0,0
142789.64,-0.0045,0.1384,2.4495,2,0,0.0119,0.2391,2,2.0278,-0.1784,1,0
982.32,0.1873,0.1465,1.2387,2,0,-0.0977,0.0395,24,3.6462,0.146,0,0
13173.58,0.1391,0.3411,1.1966,12,0,0.0881,0.3085,42,4.6674,-0.1814,1,0
12617.48,0.0192,0.2266,3.7789,6,0,0.0391,0.0965,47,0.7825,-0.0199,1,0
2667.06,-0.0513,0.2481,2.6974,5,0,-0.0675,0.0771,5,1.5218,-0.1191,1,0
6858.71,-0.1944,0.0113,2.4482,6,0,0.0026,0.1976,30,1.4656,0.0786,0,0
4163.6,0.1524,0.1796,2.444,3,0,0.0159,0.0887,39,2.265,0.4856,1,0
305103.29,-0.1347,0.5185,2.0746,10,0,0.0377,0.3664,35,0.5522,-0.2051,1,0
89636.47,0.1143,0.4939,4.5217,1,0,0.143,0.1939,48,6.7331,-0.1475,0,0
148350.45,0.0605,0.4679,1.6853,1,0,0.1061,0.1729,17,2.8528,0.1994,1,0
65023.76,0.2019,0.4445,2.2004,9,0,0.0625,0.285,31,2.4414,0.0494,0,0
4049.8,0.0547,0.2793,0.7982,0,0,0.1486,0.2242,2,4.9728,-0.1745,0,0
10028.83,0.0506,0.4597,1.0915,12,1,0.009,0.253,16,4.1125,-0.0142,1,0
45892.72,0.2098,0.1676,0.9045,8,0,-0.0225,0.3631,21,4.0771,-0.2227,1,0
3522.08,0.1503,0.4903,3.1175,6,0,0.0809,0.0966,30,2.6845,-0.018,1,0
64183.26,0.1474,0.1905,0.4601,9,0,0.0732,0.3046,1,2.9558,-0.1144,0,0
15359.84,0.1704,0.4283,1.3483,2,0,-0.0976,0.2397,14,5.3412,0.1422,0,1
12553.68,-0.1303,0.3842,0.369,1,1,0.1993,0.0732,16,4.1605,0.2086,1,0
63987.3,0.2135,0.247,1.088,2,0,-0.0519,0.0886,9,10.8333,-0.4508,1,0
42890.04,0.1919,0.0276,1.2898,6,0,0.1029,0.252,49,3.0408,0.1014,1,0
12817.3,-0.0525,0.5703,3.2951,4,0,0.1053,0.4493,8,4.5748,-0.3806,0,0
125366.25,0.0634,0.3629,2.0104,11,0,-0.2587,0.3376,9,2.4636,0.0813,1,1
4352.06,0.0941,0.272,1.087,2,0,0.0727,0.0665,34,3.5218,0.3983,1,0
55486.97,0.0798,0.3206,2.8094,8,1,0.2137,0.2434,45,3.6717,0.0103,0,0
53618.63,0.1501,0.0685,1.6635,1,0,-0.021,0.098,33,1.9058,0.1312,1,0
13845.01,0.3147,0.1452,1.68,6,0,-0.1398,0.2214,22,1.6207,0.2275,1,0
35925.39,0.2623,0.4891,0.9036,9,0,0.0383,0.1761,30,4.54,0.2347,0,0
3372.23,-0.0968,0.5708,1.005,5,1,0.0966,0.1844,7,3.91,0.2469,1,1
88083.5,0.1933,0.1221,1.0914,5,0,0.0413,0.1064,18,8.7939,0.167,1,0
16691.36,0.2993,0.3199,1.6875,6,0,-0.045,0.046,21,2.7282,-0.0707,1,0
10055.91,0.158,0.2865,1.7142,5,0,-0.053,0.4658,5,1.2268,0.2089,1,0
106246.15,0.2636,0.4254,3.5681,1,0,-0.1122,0.3877,7,2.7435,0.378,1,1
7657.83,0.4018,0.2111,1.9988,10,0,-0.1375,0.2337,12,5.0309,0.177,0,0
2663.26,0.2536,0.4116,0.4258,4,1,0.0157,0.1865,17,0.498,0.118,1,0
2132.51,0.1374,0.4492,1.8801,2,0,0.0924,0.2062,24,2.7049,-0.255,1,0
54666.97,0.2568,0.2679,0.7985,8,0,0.0659,0.3743,37,4.6325,-0.1326,1,0
3227.15,0.1217,0.4177,1.0172,7,1,0.0751,0.1533,44,3.2799,-0.0638,1,0
306260.48,0.1036,0.1501,1.0985,9,0,0.1132,0.1505,19,2.0408,-0.1397,1,0
969.82,0.0473,0.4718,1.1833,10,0,0.1808,0.1604,45,1.0386,0.0471,1,0
280599.75,0.3345,0.0888,0.829,1,0,0.0528,0.137,16,2.6925,-0.1057,1,0
30228.07,-0.0228,0.4679,1.8253,0,1,0.0845,0.1233,25,1.0208,0.2533,1,0
19052.06,0.3299,0.4689,0.8143,3,0,0.0851,0.3605,27,4.6575,0.0003,1,0
9726.62,0.175,0.3484,1.9706,3,0,0.0647,0.1969,42,2.8548,-0.1431,0,1
40082.86,-0.1099,0.2641,5.0454,11,0,0.0519,0.1436,44,8.9888,-0.1045,1,0
20817.47,0.1551,0.1839,0.8482,9,0,0.06,0.1872,7,0.5697,0.0937,1,0
115260.82,-0.215,0.4107,1.4301,10,0,0.2062,0.069,46,2.071,0.0236,1,0
26143.12,0.1938,0.0596,0.4669,1,1,0.1932,0.1476,42,4.8876,0.0884,1,0
27596.73,0.2328,0.1816,1.4184,6,0,-0.1207,0.2083,8,6.781,0.0307,1,0
12766.52,0.0111,0.3746,2.2736,12,0,0.0719,0.0825,15,5.0485,0.4236,1,0
20223.12,0.1185,0.1914,2.3639,2,0,0.0507,0.0324,16,1.2681,0.2513,1,0
34951.01,0.3931,0.2121,1.7137,6,0,0.176,0.3179,8,1.8497,-0.092,1,0
1693.83,0.0241,0.294,2.5719,6,0,0.0464,0.0876,36,0.4545,-0.3091,1,0
2915.28,-0.0588,0.2775,5.8887,0,0,0.0751,0.1932,32,2.8189,0.008,1,0
67164.23,0.3222,0.0859,3.8812,5,0,-0.015,0.2274,17,6.8938,-0.1474,1,0
28461.23,0.3944,0.2337,1.2696,3,1,0.1313,0.1663,36,2.7336,-0.2657,0,1
16714.38,0.1006,0.3319,0.7981,10,1,-0.0744,0.0897,22,4.3118,0.2077,1,0
22644.02,0.2517,0.431,1.3457,7,0,0.0195,0.1831,32,4.2209,0.0779,1,0
37100.01,0.3012,0.5405,1.0269,7,0,-0.0554,0.2582,11,2.1096,0.3045,1,0
9802.18,-0.0114,0.3625,2.0661,2,0,0.0199,0.3649,45,0.3885,0.0652,1,0
6853.69,0.0272,0.0305,0.9134,3,1,-0.0049,0.1372,6,7.9464,0.0363,0,0
29547.9,0.2846,0.681,1.5898,0,0,0.1337,0.2229,22,3.8405,-0.1749,0,0
5076.82,0.3528,0.3759,2.5068,9,0,0.0281,0.2528,14,0.9994,-0.0452,1,0
40634.76,0.1844,0.212,1.5678,1,0,0.1992,0.1154,28,3.6572,-0.2789,1,0
1713.21,-0.032,0.2384,1.0272,6,0,0.0259,0.1275,39,3.1901,0.2878,0,0
103128.75,0.3981,0.3456,2.9666,10,0,-0.0583,0.2655,12,7.7591,-0.1834,0,0
44752.22,0.0204,0.1365,0.6444,11,0,0.0257,0.1051,27,3.9656,0.1241,1,0
32339.5,0.0497,0.1216,1.3995,6,0,0.0977,0.1175,1,3.977,0.0307,1,0
96185.75,0.1514,0.2601,1.6147,12,0,0.2187,0.2309,10,3.1882,0.1577,1,0
267857.84,0.3331,0.6853,1.6619,8,0,-0.0145,0.0675,33,1.4685,0.0869,0,0
100866.7,0.2281,0.4037,1.8044,9,0,0.2159,0.162,16,4.6562,-0.1846,0,0
1392.27,0.1622,0.1259,2.2372,8,0,0.031,0.0782,39,2.6636,0.0135,1,0
3231.28,0.1695,0.0137,1.6198,8,0,0.0055,0.1003,6,1.2684,0.3334,1,0
8628.04,0.1065,0.117,1.3716,5,1,0.1276,0.1711,25,1.6044,-0.0846,0,0
22905.6,0.1837,0.3328,1.3447,7,0,0.1923,0.078,20,1.0954,0.3115,0,0
47881.69,-0.2794,0.2076,1.2144,8,0,0.1057,0.126,36,6.3455,0.2123,1,0
7415.92,0.0555,0.4595,2.4443,11,0,-0.0915,0.247,23,13.2372,0.1079,1,0
29148.25,0.1362,0.1415,1.1933,6,0,0.0833,0.0763,16,6.8492,-0.0679,1,0
7093.44,-0.0727,0.2541,2.5178,3,0,0.2675,0.4861,1,3.6729,0.1345,1,0
8801.9,0.1579,0.5068,1.6645,3,0,-0.1778,0.2372,30,2.5796,-0.0221,1,1
2670.47,0.0693,0.1377,1.2705,5,0,0.0873,0.2812,27,2.1538,0.3009,1,0
5514.58,0.3633,0.1797,2.2461,10,0,0.0215,0.2274,2,1.2349,-0.1775,0,0
2900.02,0.336,0.2464,1.146,3,0,-0.0436,0.2218,48,12.9026,0.1416,0,1
5095.89,0.0301,0.3166,2.2684,10,0,0.1533,0.2607,21,1.1886,0.0858,1,0
106987.01,0.0774,0.2635,1.8338,6,0,-0.1238,0.2657,9,1.3777,0.1457,0,0
5302.33,0.0889,0.0623,1.2236,7,0,0.015,0.1283,47,2.3247,0.2236,1,0
1142321.44,0.0323,0.1343,2.1475,7,0,0.1501,0.2682,24,2.4835,-0.0977,1,0
46164.98,0.1293,0.2198,2.1669,7,1,0.1387,0.2198,48,4.4001,-0.0978,0,0
29063.96,-0.0137,0.2066,2.941,1,0,0.1096,0.2991,41,1.5861,0.1231,1,0
6078.2,-0.0696,0.4881,2.6727,9,0,0.0673,0.0411,39,0.5538,0.2729,0,0
62973.22,0.1934,0.5759,2.1078,1,0,0.0376,0.0925,42,2.2589,0.0302,1,1
9288.6,0.1944,0.5099,0.9382,1,0,0.003,0.1381,7,2.3839,0.3676,1,0
26450.09,-0.0206,0.1231,5.6086,1,0,-0.0471,0.2468,30,2.234,0.02,1,0
1024921.73,0.2343,0.5341,0.8173,3,0,0.1313,0.3114,45,2.2103,-0.0623,1,0
19070.73,0.0053,0.3,2.6502,4,0,0.0711,0.2489,2,2.0534,0.1709,1,0
123489.32,0.138,0.203,2.0455,3,1,0.1343,0.2651,12,0.9422,-0.0292,0,0
7671.25,0.2231,0.261,0.9166,4,1,-0.0281,0.0955,13,8.7562,-0.0267,1,1
20900.27,0.095,0.3491,1.5494,3,0,-0.0303,0.2057,3,8.3686,0.132,1,0
313702.69,0.1682,0.5448,1.5851,6,0,0.0997,0.1184,43,8.3007,0.2664,1,0
8600.27,0.0225,0.4105,3.167,9,0,-0.1777,0.3274,40,1.0529,0.1405,0,0
333925.38,0.0705,0.0266,1.1541,0,0,-0.2029,0.1407,43,3.7548,0.1017,1,0
63680.13,0.0691,0.5846,1.4463,12,1,0.1513,0.061,18,1.9381,0.4647,1,0
9473.94,-0.012,0.0482,0.5127,0,0,-0.0207,0.2617,39,1.8557,0.2193,0,0
56875.03,0.0735,0.362,3.9251,1,1,0.0693,0.2494,44,1.2932,0.0123,0,0
94734.33,-0.1323,0.4445,0.9654,12,0,0.088,0.1568,6,21.1671,0.3005,0,0
55978.05,0.0263,0.4159,1.9415,0,0,0.1535,0.212,42,2.2278,0.0321,1,0
2089.46,0.0573,0.0884,1.5672,11,0,0.006,0.178,27,1.3001,0.2007,1,0
7400.44,0.0616,0.4716,1.5699,9,0,0.0115,0.2067,15,3.036,0.188,0,0
15195.01,0.0638,0.3368,2.4718,11,0,-0.0115,0.2382,15,5.0054,0.0805,0,0
19699.53,0.0907,0.1946,3.8024,11,0,0.1121,0.2365,19,2.4277,-0.0648,0,0
55882.59,0.1719,0.1509,1.8696,9,0,0.1165,0.116,38,3.3049,0.0745,1,0
28754.56,0.2312,0.3405,2.2877,12,0,0.1778,0.1212,47,6.0587,-0.0148,0,0
2971.98,0.0025,0.3587,1.9434,10,0,-0.0747,0.197,20,1.2666,0.1327,1,0
38960.23,-0.0805,0.0851,2.7422,2,0,0.2734,0.096,20,3.1338,0.1645,1,0
55043.48,-0.0563,0.37,1.3081,5,0,0.0188,0.0572,18,1.6303,-0.3141,1,0
51005.34,0.0269,0.448,2.8227,9,0,0.0452,0.213,34,1.4631,0.1475,0,0
111432.14,0.0472,0.0767,2.8727,10,0,0.0663,0.1719,39,11.0406,0.6651,1,0
76947.85,-0.0155,0.4168,2.8328,5,0,-0.0411,0.3431,37,2.5307,0.0166,1,0
43860.53,-0.0944,0.4642,1.1852,0,0,0.0088,0.0907,35,1.1624,0.2778,0,0
19826.04,0.0316,0.199,1.5156,5,0,0.1961,0.3379,38,2.4862,0.2284,1,0
1823.58,0.1272,0.6399,1.8584,4,0,0.1976,0.1195,38,1.0329,-0.2485,1,0
41958.12,0.1893,0.1548,0.8308,6,0,0.0705,0.3221,1,2.2843,0.1795,0,1
30077.47,0.0164,0.2059,3.66,5,0,0.1544,0.0752,12,1.5797,-0.0881,0,0
33102.64,0.0381,0.1557,1.6386,11,0,0.0911,0.2591,5,4.0909,0.0405,1,0
3245.02,-0.039,0.5889,1.9002,11,0,0.0443,0.1386,27,12.8028,-0.2119,0,0
4352.11,0.0953,0.2338,1.2355,6,0,-0.0254,0.0696,39,2.3633,0.1685,1,0
106908.57,-0.0273,0.2133,0.8492,1,0,-0.0361,0.1199,20,1.6279,0.0118,0,0
20757.59,0.186,0.1286,1.2189,11,0,-0.0258,0.1157,40,2.9236,0.3491,0,0
61221.34,-0.1679,0.5364,1.8397,0,0,0.2115,0.0786,19,8.9624,-0.1919,1,0
22982.25,0.0461,0.1572,2.3088,6,0,0.1373,0.1235,38,4.1085,0.2617,0,0
23031.87,0.1452,0.1727,1.7876,8,1,0.1941,0.0406,15,2.4282,0.1643,1,0
89987.47,0.1276,0.0389,1.9608,1,0,0.09,0.1661,6,0.5204,-0.0917,1,0
10157.15,0.504,0.1627,1.393,11,0,-0.038,0.2092,9,2.6068,-0.2291,0,0
25442.62,0.1525,0.0836,2.113,6,0,0.1103,0.0605,36,5.0594,0.022,1,0
11010.31,-0.0506,0.2546,3.4605,2,0,0.177,0.057,48,5.8475,0.1273,1,0
11478.78,0.0857,0.4016,2.3453,5,0,0.114,0.3411,23,7.7576,-0.1331,1,0
13852.79,-0.1664,0.1887,2.4714,2,0,-0.0817,0.304,10,1.5847,-0.1098,1,0
30736.33,0.0879,0.2077,1.9098,12,0,-0.0974,0.0722,1,1.9691,0.2781,0,0
10741.58,-0.025,0.1081,0.7776,9,0,0.1136,0.4117,11,2.4691,-0.0763,0,0
144876.1,0.2373,0.5903,0.9779,12,0,0.0187,0.3378,49,4.7956,0.196,1,0
5756.52,0.0176,0.526,2.0698,10,0,0.0812,0.3436,20,2.2023,0.3238,1,0
16642.13,0.0825,0.4109,1.6397,10,1,-0.0223,0.3908,28,4.1366,-0.0809,1,0
11389.0,0.0047,0.3922,2.0543,10,0,0.0627,0.1683,22,1.9987,-0.1699,1,0
193004.12,0.3608,0.1113,3.8122,4,0,-0.06,0.3659,20,1.5455,0.2544,1,1
29579.36,0.0518,0.3474,2.3703,1,0,0.0747,0.0882,47,6.6047,0.0202,1,0
103545.54,0.3749,0.3296,3.0939,7,1,0.1228,0.2907,38,3.49,-0.0078,1,0
2372.4,0.2221,0.3599,1.7286,7,0,0.1284,0.1916,16,4.9397,0.3657,1,0
32878.54,0.1723,0.0339,1.1012,6,0,-0.0807,0.1429,2,2.3047,0.0264,0,0
83654.14,0.1553,0.1628,1.6017,5,0,0.0969,0.2403,25,5.1722,0.1355,0,0
24920.0,0.1591,0.1063,1.1025,0,0,-0.0088,0.5235,27,1.1617,-0.2423,0,0
108903.84,-0.1892,0.1551,3.5936,7,0,0.2027,0.2695,3,1.3195,0.0647,1,0
10138.22,0.0582,0.1928,2.4478,0,0,0.1456,0.0828,23,5.7758,-0.0963,0,0
182411.64,0.2268,0.2801,2.1388,7,0,0.0526,0.0999,32,2.5697,-0.0214,0,0
692696.47,0.0927,0.3515,3.0586,10,0,0.2682,0.0681,17,2.2317,-0.0332,0,0
12781.35,-0.1108,0.5224,0.6005,1,0,-0.0228,0.343,40,1.3026,0.3403,1,0
11290.83,0.0921,0.1364,2.2124,7,0,0.0443,0.2452,20,5.1736,-0.0526,1,0
194867.81,0.3556,0.4046,0.8561,9,0,0.1041,0.134,30,12.0893,-0.027,1,0
235474.57,0.287,0.2716,1.6428,11,0,0.2534,0.2254,28,4.4198,0.3869,1,0
10053.84,0.0907,0.0474,1.4108,3,0,0.1964,0.0614,47,1.8978,0.0086,0,0
11727.83,0.2427,0.2954,2.2953,6,0,0.1302,0.183,45,8.2436,-0.0441,1,0
